"Sp","Betacov","R.Alb","R.Car3","R.Dal1","R.Far1","R.Gut1","R.Po2","R.Po3","R.Stock1","P.Alb","P.Car3","P.Dal1","P.Far1","P.Gut1","P.Po2","P.Po3","P.Stock1","Rank","PropRank","InSample"
"Chaerephon plicatus",1,0.325796505652621,0.0815412186379928,0.635826771653543,0.421259842519685,0.0779569892473118,1,0.227154046997389,0.122448979591837,0.186447368421053,0.279831861599538,0.491960088587589,0.220101404907562,0.895021155149887,0.2,0.258458077355715,0.414324266897949,135.1875,0.361498044287547,1
"Molossus rufus",0,0.831449126413155,0.67831541218638,0.0236220472440945,0.0590551181102362,0.410394265232975,0.0412371134020619,0.308093994778068,0.580920740389179,0.131842105263158,0.0403672884143963,1.02346478379347,0.406190061273898,0.534991648171015,0.8,0.247469066366704,0.143057617623619,340.25,0.366635977219519,1
"Pteronotus davyi",1,0.778006166495375,0.579749103942652,0.0551181102362205,0.18503937007874,0.546594982078853,0.36426116838488,0.130548302872063,0.30374940673944,0.138684210526316,0.0541436511649506,0.943420492917888,0.296511731876703,0.394662274813465,0.4,0.280436099333737,0.245179196314573,309.125,0.367883326353528,1
"Ptenochirus jagori",1,0.312435765673176,0.148745519713262,0.856299212598425,0.602362204724409,0.242831541218638,NA,0.383812010443864,0.0465116279069767,0.188289473684211,0.227228970929963,0.403718736183378,0.156687877892824,0.680906641172352,NA,0.236480055377693,0.51936722651131,176.285714285714,0.370428268896964,1
"Pipistrellus pygmaeus",1,0.182425488180884,0.0931899641577061,0.856299212598425,0.84251968503937,0.132616487455197,NA,0.383812010443864,0.112956810631229,0.210789473684211,0.274065011468893,0.403718736183378,0.153352731834776,0.846354382608249,NA,0.236480055377693,0.430802066838826,150.5,0.371974236929525,1
"Ia io",1,0.0575539568345324,0.0627240143369176,0.856299212598425,0.889763779527559,0.0412186379928315,NA,0.383812010443864,0.31703844328429,0.237368421052632,0.299424952285706,0.403718736183378,0.152666032075432,0.932267903297865,NA,0.236480055377693,0.238311478566066,146.142857142857,0.372630007859774,1
"Hipposideros ruber",1,0.453751284686536,0.132616487455197,0.52755905511811,0.37007874015748,0.14426523297491,1,0.227154046997389,0.136687233032748,0.176184210526316,0.243779107658003,0.599395432266425,0.227468376839839,0.830771124906345,0.2,0.258458077355715,0.39160844256425,163.9375,0.374014010052796,1
"Desmodus rotundus",0,0.811408016443988,0.688172043010753,0.047244094488189,0.0669291338582677,0.260752688172043,0.151202749140893,0.308093994778068,0.659705742762221,0.135131578947368,0.0379525256571107,0.9719980773723,0.403328093954675,0.655659502936962,0.6,0.247469066366704,0.123256468762242,331.6875,0.374188557831803,1
"Artibeus phaeotis",1,0.813463514902364,0.433691756272401,0.0669291338582677,0.0748031496062992,0.85752688172043,0.36426116838488,0.0391644908616188,0.358803986710963,0.135,0.0891522874910032,0.930879530313294,0.398633999937913,0.15297034781389,0.4,0.324392143289781,0.223428974434433,338.375,0.376080510289653,1
"Molossus molossus",0,0.751284686536485,0.640681003584229,0.114173228346457,0.165354330708661,0.405017921146953,0.151202749140893,0.501305483028721,0.298054105363075,0.141842105263158,0.0455895291402833,0.890536142971425,0.298615438432635,0.54097412226339,0.6,0.20351302241066,0.246865688401567,300.125,0.378384188481934,1
"Tylonycteris pachypus",1,0.0308324768756423,0.14426523297491,0.856299212598425,0.897637795275591,0.163082437275986,NA,0.383812010443864,0.220218319886094,0.246447368421053,0.233091956037577,0.403718736183378,0.152342714149103,0.812520091620315,NA,0.236480055377693,0.293728817213813,160.571428571429,0.385163926475787,1
"Aselliscus stoliczkanus",1,0.21634121274409,0.0976702508960574,0.856299212598425,0.921259842519685,0.133512544802867,NA,0.383812010443864,0.117702895111533,0.203157894736842,0.271146204002912,0.403718736183378,0.15148210077187,0.845704700182833,NA,0.236480055377693,0.423217639529235,159.642857142857,0.389513995588075,1
"Myotis mystacinus",0,0.0709146968139774,0.901433691756272,0.100393700787402,0.240157480314961,0.382616487455197,0.36426116838488,0.60313315926893,0.464167062173707,0.233947368421053,0.0148223295795446,0.893975496378212,0.2394727211216,0.558156800698023,0.4,0.181535000432638,0.177297382970295,280.75,0.390884680869416,1
"Rhinolophus cornutus",1,NA,0.245519713261649,0.856299212598425,0.5,0.349462365591398,NA,0.383812010443864,0.0208827717133365,NA,0.171864999074218,0.403718736183378,0.163461339468627,0.573192364568002,NA,0.236480055377693,0.591820411608276,184,0.392662678934779,1
"Hypsignathus monstrosus",0,0.0472764645426516,0.0188172043010753,0.992125984251969,0.188976377952756,0.0824372759856631,1,0.501305483028721,0.327479829140959,0.240921052631579,0.355330042774099,0.240101829145965,0.293741830889306,0.888833976216734,0.2,0.20351302241066,0.234531850947311,130.6875,0.394802327400474,1
"Eptesicus nilssonii",1,0.204522096608428,0.110215053763441,0.856299212598425,0.917322834645669,0.131720430107527,NA,0.383812010443864,0.168011390602753,0.205263157894737,0.262455816407873,0.403718736183378,0.151737123500229,0.847117850586884,NA,0.236480055377693,0.351946526251484,167.142857142857,0.395986146967158,1
"Carollia brevicauda",0,0.7327852004111,0.410394265232975,0.187007874015748,0.196850393700787,0.313620071684588,0.36426116838488,0.501305483028721,0.492643569055529,0.143684210526316,0.0971154009163421,0.804142467993825,0.293073321822916,0.607188784020158,0.4,0.20351302241066,0.169806090124719,285.8125,0.399858503189291,1
"Myotis lucifugus",0,0.546762589928058,0.847222222222222,0.0137795275590551,0.102362204724409,0.3584229390681,0.151202749140893,0.459530026109661,0.741338395823446,0.171315789473684,0.0189563133854723,1.03171415912897,0.362024886607817,0.568113634034114,0.6,0.225491044388682,0.0998113140458498,349.75,0.402577581821981,1
"Eidolon dupreanum",1,0.289311408016444,0.17921146953405,0.925196850393701,0.34251968503937,0.230286738351254,1,0.227154046997389,0.0806834361651637,0.190657894736842,0.211890850357698,0.38523598298085,0.230077059113611,0.694164810850253,0.2,0.258458077355715,0.465709318604218,166.8125,0.409295454312172,1
"Hipposideros galeritus",1,0.316546762589928,0.0824372759856631,0.856299212598425,0.968503937007874,0.0994623655913978,NA,0.383812010443864,0.163265306122449,0.1875,0.279794094948408,0.403718736183378,0.150095433541495,0.873691321740743,NA,0.236480055377693,0.360346672583921,174.285714285714,0.4100466957628,1
"Uroderma bilobatum",0,0.772867420349435,0.490143369175627,0.192913385826772,0.141732283464567,0.258960573476702,0.36426116838488,0.459530026109661,0.649264356905553,0.139473684210526,0.0768362292012497,0.788370293562494,0.326749111546334,0.657394824289243,0.4,0.225491044388682,0.126318258950338,312.25,0.41620907296165,1
"Pteropus conspicillatus",0,0.362281603288798,0.413082437275986,0.559055118110236,0.244094488188976,0.363799283154122,0.36426116838488,0.60313315926893,0.420503084954912,0.182368421052632,0.0966852606607923,0.545145676493606,0.238349306995564,0.564773461265624,0.4,0.181535000432638,0.198709651565087,254.375,0.416276292828355,1
"Pipistrellus subflavus",0,0.358684480986639,0.602150537634409,0.161417322834646,0.275590551181102,0.595878136200717,0.36426116838488,0.60313315926893,0.370194589463692,0.1825,0.0512326271487285,0.814703447715736,0.235241706292144,0.345968068393817,0.4,0.181535000432638,0.220683509493822,294.4375,0.416413743244377,1
"Myotis septentrionalis",0,0.542651593011305,0.818996415770609,0.062992125984252,0.12992125984252,0.670250896057348,0.151202749140893,0.459530026109661,0.497389653535833,0.171447368421053,0.0214526085305873,0.938832159416593,0.347287075987267,0.299141780376147,0.6,0.225491044388682,0.167356142913178,359.125,0.416616839931553,1
"Epomophorus wahlbergi",0,0.0626927029804728,0.0546594982078853,0.37007874015748,0.488188976377953,0.0743727598566308,1,1,0.309444708115804,0.236842105263158,0.306085818263965,0.654902891790269,0.172603470666764,0.896544433717088,0.2,0.159556978454616,0.241875164393084,135.75,0.419929673212028,1
"Phyllostomus hastatus",0,0.792394655704008,0.969534050179211,0.0866141732283465,0.078740157480315,0.325268817204301,0.151202749140893,0.308093994778068,0.718557190317988,0.136973684210526,0.00831191808515259,0.89775558978127,0.392108150027783,0.599723980075271,0.6,0.247469066366704,0.108041626327388,387,0.428800723504141,1
"Rhinolophus creaghi",1,0.273895169578623,0.436379928315412,0.856299212598425,0.460629921259843,0.592293906810036,NA,0.383812010443864,0.0588514475557665,0.191973684210526,0.0888581623849655,0.403718736183378,0.18431747750544,0.352177105378191,NA,0.236480055377693,0.493026898425102,269.214285714286,0.43745165665171,1
"Myotis velifer",0,0.389516957862282,0.669354838709677,0.161417322834646,0.251968503937008,0.698924731182796,0.36426116838488,0.60313315926893,0.363550071191267,0.180657894736842,0.0415001111832849,0.814703447715736,0.237902896769077,0.282694710542378,0.4,0.181535000432638,0.222109704739619,320.3125,0.437765844171436,1
"Vespertilio murinus",0,0.13360739979445,0.0958781362007168,0.37007874015748,0.551181102362205,0.0385304659498208,1,1,0.320835310868533,0.2225,0.272140258126677,0.654902891790269,0.157565372857089,0.934911871394721,0.2,0.159556978454616,0.235764582758833,148.625,0.438763894416651,1
"Rhinolophus hildebrandtii",0,0.0565262076053443,0.328853046594982,0.96259842519685,0.484251968503937,0.181003584229391,NA,1,0.1015662078785,0.2375,0.123511108375471,0.300488109478912,0.181723545297278,0.788300292318715,NA,0.159556978454616,0.445522023868505,184.285714285714,0.444971348572715,1
"Rhinolophus shameli",0,0.107913669064748,0.129032258064516,0.726377952755906,0.448818897637795,0.0967741935483871,1,1,0.0702420503084955,0.226315789473684,0.247203186600002,0.474374651262539,0.189672478965216,0.877454772451192,0.2,0.159556978454616,0.478867357956801,133.3125,0.447394877672481,1
"Nycteris gambiensis",0,0.768242548818088,0.261648745519713,0.12992125984252,0.21259842519685,0.627240143369176,0.36426116838488,0.501305483028721,0.745135263407689,0.140131578947368,0.164477840784689,0.858426049845055,0.290868871932367,0.320779231521022,0.4,0.20351302241066,0.098697115585223,345.0625,0.451294129695955,1
"Rhinolophus rouxii",0,0.12589928057554,0.119175627240143,0.602362204724409,0.429133858267717,0.163978494623656,1,1,0.176554342667299,0.223684210526316,0.253101251679909,0.532659131402882,0.198265757286396,0.81025106757963,0.2,0.159556978454616,0.332583200286885,152.9375,0.452137976012346,1
"Mormoops megalophylla",0,0.677286742034943,0.586917562724014,0.100393700787402,0.330708661417323,0.329749103942652,0.36426116838488,0.60313315926893,0.642619838633128,0.149605263157895,0.0535537387722114,0.893975496378212,0.230793977740887,0.594142914419011,0.4,0.181535000432638,0.128983100468204,329.625,0.454383742149159,1
"Myonycteris torquata",0,0.118191161356629,0.021505376344086,1,0.826771653543307,0.122759856630824,NA,1,0.133839582344566,0.224868421052632,0.352154606819337,0.215257539469714,0.153552267390346,0.854968279094411,NA,0.159556978454616,0.394597719288159,153.214285714286,0.460438232888487,1
"Pteropus poliocephalus",0,0.530832476875642,0.564516129032258,0.807086614173228,0.181102362204724,0.310035842293907,0.36426116838488,0.501305483028721,0.427147603227337,0.172105263157895,0.0578914073730511,0.455549618117581,0.297184396076129,0.609253437922602,0.4,0.20351302241066,0.195576473807637,292.8125,0.460785959902587,1
"Tadarida teniotis",0,0.248715313463515,0.0224014336917563,0.37007874015748,0.740157480314961,0.0268817204301075,1,1,0.286663502610346,0.197631578947368,0.351078323680035,0.654902891790269,0.154958961922652,0.945427935894886,0.2,0.159556978454616,0.251377410472791,152.25,0.461862273833521,1
"Rhinolophus coelophyllus",0,0.0945529290853032,0.161290322580645,0.726377952755906,0.456692913385827,0.174731182795699,1,1,0.0968201233981965,0.227631578947368,0.222729185826537,0.474374651262539,0.1892678714138,0.798902586371323,0.2,0.159556978454616,0.447985732434389,150.8125,0.463808178000197,1
"Rhinolophus stheno",0,0.025693730729702,0.212365591397849,0.726377952755906,0.437007874015748,0.186379928315412,1,1,0.123398196487897,0.249605263157895,0.192491852198205,0.474374651262539,0.190590197839357,0.780213446058113,0.2,0.159556978454616,0.413873306482736,154.0625,0.463902909212814,1
"Hipposideros commersoni",1,0.941932168550874,0.032258064516129,0.856299212598425,0.925196850393701,0.00627240143369176,NA,0.383812010443864,0.153773137161841,0.116973684210526,0.337982461370928,0.403718736183378,0.151440865506325,0.964315789985994,NA,0.236480055377693,0.374269342168425,235.357142857143,0.471363406442647,1
"Pipistrellus coromandra",0,0.0154162384378212,0.134408602150538,0.726377952755906,0.539370078740158,0.1415770609319,1,1,0.226862838158519,0.258289473684211,0.24272358545992,0.474374651262539,0.157708951017069,0.834460542009856,0.2,0.159556978454616,0.289686165670427,152.5625,0.473001596396855,1
"Epomops dobsonii",0,0.0868448098663926,0.145161290322581,0.37007874015748,0.492125984251969,0.337813620071685,1,1,0.352159468438538,0.228947368421053,0.232685122452453,0.654902891790269,0.168424003330923,0.583990412696271,0.2,0.159556978454616,0.226203316703112,193.8125,0.473022989138581,1
"Rhinolophus simulator",0,0.171120246659815,0.14336917562724,0.726377952755906,0.440944881889764,0.218637992831541,1,1,0.0958709065021357,0.213289473684211,0.233321543071129,0.474374651262539,0.190469395427476,0.714657339125554,0.2,0.159556978454616,0.448463963777288,163.125,0.4745401445333,1
"Eumops glaucinus",1,0.837615621788284,0.560931899641577,0.228346456692913,0.263779527559055,0.32078853046595,1,0.227154046997389,0.399620313241576,0.130921052631579,0.0582386131045406,0.743308955637129,0.237238829796651,0.602113020944013,0.2,0.258458077355715,0.210218046799046,316.75,0.479779549548343,1
"Scotophilus nigrita",0,0.144912641315519,0.0367383512544803,0.602362204724409,0.547244094488189,0.00985663082437276,1,1,0.550545799715235,0.219473684210526,0.321251203066018,0.532659131402882,0.157568701078889,0.961873645107785,0.2,0.159556978454616,0.152231155117491,175.25,0.486457465290276,1
"Tylonycteris robustula",0,0.0246659815005139,0.17831541218638,0.726377952755906,0.523622047244094,0.140681003584229,1,1,0.317987660180351,0.250131578947368,0.2119227433581,0.474374651262539,0.158214611690121,0.835398656764755,0.2,0.159556978454616,0.237792340651846,171.1875,0.488956257181434,1
"Pteropus rufus",1,0.584275436793422,0.25,0.925196850393701,0.397637795275591,0.405913978494624,1,0.227154046997389,0.175605125771239,0.168684210526316,0.169652700600735,0.38523598298085,0.22397330727959,0.539055848208587,0.2,0.258458077355715,0.335465145099649,251.3125,0.495722904215746,1
"Myotis volans",0,0.441932168550874,0.799283154121864,0.161417322834646,0.248031496062992,0.796594982078853,0.36426116838488,0.60313315926893,0.551495016611296,0.176973684210526,0.023060260944296,0.814703447715736,0.238153832066289,0.197979488094506,0.4,0.181535000432638,0.152140401186663,383.0625,0.495768558489292,1
"Nyctalus lasiopterus",0,0.168036998972251,0.0412186379928315,0.726377952755906,0.62992125984252,0.0474910394265233,1,1,0.3796867584243,0.214473684210526,0.316902510232524,0.474374651262539,0.156277151233775,0.928683119225119,0.2,0.159556978454616,0.218434872477978,168,0.499091580926791,1
"Rhinolophus monoceros",1,NA,0.35663082437276,0.856299212598425,0.692913385826772,0.684587813620072,NA,0.383812010443864,0.0284765068818225,NA,0.111282728055101,0.403718736183378,0.155511088948182,0.291284792315666,NA,0.236480055377693,0.564281465272191,276.5,0.500453292290619,1
"Nyctinomops laticaudatus",1,0.854573484069887,0.603942652329749,0.228346456692913,0.366141732283465,0.437275985663082,1,0.227154046997389,0.308495491219744,0.128815789473684,0.0512076935468315,0.743308955637129,0.227993346362226,0.507813743478062,0.2,0.258458077355715,0.242183758253279,332.3125,0.503241231157029,1
"Lasiurus cinereus",0,0.318602261048304,0.735663082437276,0.244094488188976,0.346456692913386,0.287634408602151,1,0.60313315926893,0.514475557664926,0.187105263157895,0.0309671907793628,0.730687121611959,0.22993156842654,0.633893726549078,0.2,0.181535000432638,0.163474384177089,300.625,0.506257456265494,1
"Myotis riparius",0,0.242548818088386,0.754480286738351,0.161417322834646,0.259842519685039,0.690860215053763,0.36426116838488,0.60313315926893,0.975794969150451,0.199078947368421,0.0282907378295131,0.814703447715736,0.237364652935868,0.287449932473301,0.4,0.181535000432638,0.0244662367037615,394.0625,0.506542307400556,1
"Nycteris thebaica",0,0.396711202466598,0.0483870967741935,0.37007874015748,0.771653543307087,0.00716845878136201,1,1,0.480303749406739,0.179868421052632,0.311995147134167,0.654902891790269,0.154100013220127,0.964143472235786,0.2,0.159556978454616,0.172451928968748,197.625,0.509287848861683,1
"Myotis capaccinii",0,0.15262076053443,0.0456989247311828,0.726377952755906,0.614173228346457,0.113799283154122,1,1,0.42999525391552,0.218026315789474,0.314083544771728,0.474374651262539,0.15656826681086,0.863408431441647,0.2,0.159556978454616,0.194795066379371,182.125,0.510333175429702,1
"Myotis brandtii",0,0.0991778006166495,0.0582437275985663,0.726377952755906,0.795275590551181,0.0878136200716846,1,1,0.325581395348837,0.226842105263158,0.302468672655172,0.474374651262539,0.153830114009867,0.88462435048103,0.2,0.159556978454616,0.234734401654069,165.75,0.511558760867853,1
"Nyctalus plancyi",0,0.135662898252826,0.205197132616487,0.726377952755906,0.559055118110236,0.156810035842294,1,1,0.310393925011865,0.221842105263158,0.195629229040931,0.474374651262539,0.157441299557173,0.820847162363939,0.2,0.159556978454616,0.241814729366275,190.8125,0.511687132823702,1
"Macroglossus minimus",0,0.0452209660842754,0.136200716845878,0.602362204724409,0.862204724409449,0.197132616487455,1,1,0.311343141907926,0.241842105263158,0.240701173376598,0.532659131402882,0.153164841788255,0.757255054233314,0.2,0.159556978454616,0.241355344221018,181.625,0.519308046307424,1
"Myotis keenii",0,0.484583761562179,0.837813620071685,0.200787401574803,0.177165354330709,0.931003584229391,0.36426116838488,0.501305483028721,0.708115804461319,0.174473684210526,0.0203672332182606,0.758001789925826,0.297476334826381,0.104812904308821,0.4,0.20351302241066,0.11076587859677,429.5625,0.525629522205461,1
"Hipposideros diadema",0,0.247687564234327,0.254480286738351,0.726377952755906,0.688976377952756,0.0707885304659498,1,1,0.242050308495491,0.197894736842105,0.167760782258375,0.474374651262539,0.155589501456678,0.898781983350496,0.2,0.159556978454616,0.277592516447168,194.4375,0.528795127580348,1
"Hipposideros cineraceus",0,0.0899280575539568,0.128136200716846,0.602362204724409,0.893700787401575,0.147849462365591,1,1,0.369245372567632,0.228157894736842,0.248462710240377,0.532659131402882,0.152573984686318,0.829371151913011,0.2,0.159556978454616,0.220745328130725,187.6875,0.528902760666251,1
"Cynomops abrasus",0,0.781603288797533,0.78405017921147,0.161417322834646,0.283464566929134,0.584229390681004,0.36426116838488,0.60313315926893,0.690080683436165,0.138421052631579,0.024644122534582,0.814703447715736,0.234005969317062,0.356225030126271,0.4,0.181535000432638,0.115946986140284,412,0.53152996994297,1
"Artibeus cinereus",0,0.653648509763618,0.585125448028674,0.100393700787402,0.326771653543307,0.842293906810036,0.36426116838488,0.60313315926893,0.822021831988609,0.154605263157895,0.0538184474623802,0.893975496378212,0.230870151300538,0.164313247557621,0.4,0.181535000432638,0.0792311157134633,421.5,0.537206172321932,1
"Dobsonia moluccensis",1,0.548818088386434,0.360215053763441,0.925196850393701,0.401574803149606,0.700716845878136,1,0.227154046997389,0.140484100616991,0.171184210526316,0.109646194286809,0.38523598298085,0.223674617117218,0.28063391781184,0.2,0.258458077355715,0.390289068423476,299,0.538019973648212,1
"Hipposideros abae",0,0.631551901336074,0.243727598566308,0.81496062992126,0.405511811023622,0.422043010752688,1,0.60313315926893,0.228761271950641,0.161973684210526,0.172401861316237,0.425811805635908,0.223488295777189,0.522484755118072,0.2,0.181535000432638,0.289242163623648,271.1875,0.54371117285244,1
"Miniopterus inflatus",0,0.646454265159301,0.255376344086022,0.901574803149606,0.393700787401575,0.217741935483871,1,0.60313315926893,0.335073564309445,0.156315789473684,0.167175467350472,0.388372696259778,0.225005259098753,0.714860698106647,0.2,0.181535000432638,0.232269203401692,262.5,0.544131857357344,1
"Murina aurata",0,0.115107913669065,0.146057347670251,0.602362204724409,0.811023622047244,0.202508960573477,1,1,0.482202183198861,0.225394736842105,0.231735439937579,0.532659131402882,0.15360292686697,0.752259299776324,0.2,0.159556978454616,0.172305397515232,213.125,0.544907778985413,1
"Anoura geoffroyi",0,0.758992805755396,0.675627240143369,0.494094488188976,0.417322834645669,0.292114695340502,0.36426116838488,0.60313315926893,0.820123398196488,0.141315789473684,0.0405161646759284,0.606938045040307,0.22093195821029,0.62681496839671,0.4,0.181535000432638,0.07967301776277,385.3125,0.553208723740526,1
"Cynomops planirostris",0,0.822199383350462,0.801075268817204,0.161417322834646,0.232283464566929,0.723118279569892,0.36426116838488,0.60313315926893,0.740389178927385,0.133289473684211,0.0229931461702035,0.814703447715736,0.241702343242509,0.262137333487814,0.4,0.181535000432638,0.10006289950969,443.6875,0.555984653215041,1
"Hipposideros vittatus",0,0.558067831449126,0.112903225806452,0.726377952755906,0.700787401574803,0.129928315412186,1,1,0.261034646416706,0.170131578947368,0.259203742276581,0.474374651262539,0.155378916196995,0.847862772054076,0.2,0.159556978454616,0.262972553260552,223.5625,0.561137421676897,1
"Hipposideros gigas",0,0.591983556012333,0.0654121863799283,0.726377952755906,0.716535433070866,0.0654121863799283,1,1,0.345514950166113,0.167894736842105,0.294137653229853,0.474374651262539,0.155227296346363,0.903943371752236,0.2,0.159556978454616,0.229606320601035,223.6875,0.563904533095634,1
"Philetor brachypterus",0,0.168036998972251,0.230286738351254,0.37007874015748,0.574803149606299,0.235663082437276,1,1,0.937826293308021,0.214473684210526,0.180349850080228,0.654902891790269,0.157033781125877,0.686032819877568,0.2,0.159556978454616,0.0432248748881311,281.0625,0.564586875354073,1
"Myotis longipes",0,0.282631038026721,0.163978494623656,0.726377952755906,0.645669291338583,0.229390681003584,1,1,0.471760797342193,0.191052631578947,0.220327781971428,0.474374651262539,0.155925317069568,0.697647090327261,0.2,0.159556978454616,0.1740031763846,237.0625,0.56497603188633,1
"Scotophilus nux",0,0.195786228160329,0.231182795698925,0.726377952755906,0.503937007874016,0.317204301075269,1,1,0.60749881347888,0.207763157894737,0.179737359569373,0.474374651262539,0.159945644479718,0.605047252864101,0.2,0.159556978454616,0.138626741501947,261.5,0.572748387380415,1
"Saccolaimus saccolaimus",0,0.510791366906475,0.0788530465949821,0.37007874015748,0.87007874015748,0.0501792114695341,1,1,0.726150925486474,0.173157894736842,0.280766718260816,0.654902891790269,0.153072657738364,0.926466467673882,0.2,0.159556978454616,0.105844975744816,257.25,0.575766503846553,1
"Myotis macrodactylus",0,0.261048304213772,0.307347670250896,0.602362204724409,0.830708661417323,0.188172043010753,1,1,0.448030374940674,0.194868421052632,0.135589315814553,0.532659131402882,0.153533298073583,0.779599507819652,0.2,0.159556978454616,0.185516894833739,247.5,0.579708657319728,1
"Hipposideros speoris",0,0.663926002055498,0.103942652329749,0.602362204724409,0.956692913385827,0.0869175627240143,1,1,0.224015187470337,0.151447368421053,0.265345857424094,0.532659131402882,0.150212223161664,0.885931499852193,0.2,0.159556978454616,0.291046928589575,228.5,0.579732065336229,1
"Neoromicia nanus",0,NA,0.0940860215053763,0.726377952755906,0.724409448818898,0.114695340501792,1,1,0.421452301850973,NA,0.273907233188623,0.474374651262539,0.155079579796668,0.863155349618084,0.2,0.159556978454616,0.198635436209608,197.5,0.583003009347564,1
"Myotis horsfieldii",0,0.0215827338129496,0.162186379928315,0.726377952755906,0.720472440944882,0.158602150537634,1,1,0.922638822971049,0.250921052631579,0.220771912158972,0.474374651262539,0.155130718644495,0.818203423310925,0.2,0.159556978454616,0.0507916575373202,256.9375,0.588982560118842,1
"Hipposideros lankadiva",0,0.687564234326824,0.101254480286738,0.602362204724409,0.929133858267717,0.0887096774193548,1,1,0.306597057427622,0.148684210526316,0.26791162035986,0.532659131402882,0.151385377509121,0.88409842083745,0.2,0.159556978454616,0.243055971068152,241.25,0.589452689056583,1
"Pipistrellus inexspectatus",0,0.190133607399794,0.292114695340502,0.726377952755906,0.535433070866142,0.458781362007168,1,1,0.522069292833412,0.209605263157895,0.144792226938524,0.474374651262539,0.157779006365934,0.487050838983152,0.2,0.159556978454616,0.160157843424752,278.8125,0.590613747650366,1
"Miniopterus pusillus",0,0.379753340184995,0.133512544802867,0.726377952755906,0.775590551181102,0.181899641577061,1,1,0.598955861414333,0.181184210526316,0.243157751608999,0.474374651262539,0.154096495337707,0.787771903500521,0.2,0.159556978454616,0.140309746680017,258.875,0.599511236489533,1
"Rhinolophus capensis",0,0.450154162384378,0.478494623655914,0.726377952755906,0.44488188976378,0.661290322580645,1,1,0.0541053630754627,0.176447368421053,0.0801505418315819,0.474374651262539,0.190292010268978,0.302075040292643,0.2,0.159556978454616,0.502065112956679,300.1875,0.601913039277011,1
"Miniopterus magnater",0,0.249743062692703,0.197132616487455,0.726377952755906,0.807086614173228,0.134408602150538,1,1,0.701471286188894,0.1975,0.201247695401048,0.474374651262539,0.153607206590495,0.845659040364371,0.2,0.159556978454616,0.112664096363926,259.8125,0.60202751680609,1
"Hipposideros lekaguli",0,0.572970195272354,0.263440860215054,0.726377952755906,0.755905511811024,0.233870967741935,1,1,0.299003322259136,0.169210526315789,0.162412753526592,0.474374651262539,0.154790109808039,0.687675649885262,0.2,0.159556978454616,0.246481489854422,267.625,0.606446101256926,1
